180305-15:33:02 login login successful 
180305-15:33:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-18:33:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-18:33:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-18:33:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-19:32:22 login login successful 
180305-19:32:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-19:32:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.171.129', 80) 
180305-19:32:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-19:32:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-19:32:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-19:32:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.56', 80) 
180305-19:32:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-19:32:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.171.129', 80) 
180305-19:32:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-19:32:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-19:32:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-19:32:29 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:30 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-19:32:31 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-20:17:38 login login successful 
180305-20:17:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:39 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:17:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-20:17:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:17:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-20:17:40 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-20:17:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:41 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-20:17:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:17:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-20:17:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'131.153.42.226', 80) 
180305-20:17:42 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-20:17:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-20:17:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:17:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-20:17:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-20:17:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:17:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-20:17:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-20:17:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-20:17:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'131.153.42.226', 80) 
180305-20:17:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-20:17:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-20:17:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-20:17:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:17:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'131.153.42.226', 80) 
180305-20:17:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.147.93.132', 80) 
180305-20:17:58 login login successful 
180305-20:18:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-20:18:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-20:18:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-20:36:50 login login successful 
180305-20:36:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-20:36:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-20:36:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.30', 80) 
180305-20:36:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-20:36:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-20:36:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-20:36:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-20:36:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-20:36:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-20:36:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:36:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-20:36:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-20:36:54 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-20:36:55 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-20:36:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.30', 80) 
180305-20:36:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-20:36:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.30', 80) 
180305-20:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-20:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-20:36:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-20:36:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.30', 80) 
180305-20:36:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-20:37:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-20:37:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-20:37:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-20:37:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-20:37:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-20:37:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:16:49 login login successful 
180305-21:16:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:52 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:53 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:54 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:54 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:55 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:55 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-21:16:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:16:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:57 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-21:16:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:16:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:16:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:17:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:17:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-21:17:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:17:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-21:17:02 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-21:40:42 login login successful 
180305-21:40:43 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-21:40:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-21:40:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-21:40:44 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-21:40:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-21:40:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-21:40:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:45 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-21:40:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-21:40:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-21:40:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'131.153.42.225', 80) 
180305-21:40:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-21:40:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'172.217.4.110', 80) 
180305-21:40:46 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:40:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'185.127.18.225', 80) 
180305-21:40:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-21:40:47 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-21:40:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-21:40:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:40:48 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:40:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:49 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-21:40:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-21:40:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:50 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-21:40:51 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-21:40:55 direct_request ori:(u'0.0.0.0', 0), dest:(u'198.134.116.17', 80) 
180305-21:40:55 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:40:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-21:40:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-21:40:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:56 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:40:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:40:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-21:40:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:40:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-21:40:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-21:40:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:58 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.138', 80) 
180305-21:40:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-21:40:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:40:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-21:40:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-21:41:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-21:41:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-21:41:00 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.226.6', 443) 
180305-22:10:59 login login successful 
180305-22:10:59 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:01 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-22:11:03 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:04 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-22:11:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'72.21.81.253', 80) 
180305-22:11:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:05 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-22:11:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-22:11:06 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:07 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:08 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:09 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:10 direct_request ori:(u'0.0.0.0', 0), dest:(u'184.172.1.99', 80) 
180305-22:11:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.171.129', 80) 
180305-22:11:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.29.120.144', 80) 
180305-22:11:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:11 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:11:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:12 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:15 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:11:16 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:18 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:20 login login successful 
180305-22:11:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:11:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:21 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:11:22 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:24 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:25 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:11:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:26 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:27 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:11:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:28 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.101', 80) 
180305-22:11:30 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:31 login login successful 
180305-22:48:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:32 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
180305-22:48:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'54.192.7.97', 80) 
180305-22:48:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:33 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:34 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.197.239.187', 80) 
180305-22:48:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'104.25.227.6', 443) 
180305-22:48:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:35 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'69.89.74.102', 80) 
180305-22:48:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'208.111.178.129', 80) 
180305-22:48:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'205.185.216.42', 443) 
180305-22:48:36 direct_request ori:(u'0.0.0.0', 0), dest:(u'52.59.96.94', 80) 
180305-22:48:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'50.22.46.25', 80) 
180305-22:48:37 direct_request ori:(u'0.0.0.0', 0), dest:(u'109.206.175.80', 80) 
